376,0.88103,0.42646
377,0.23004,0.56843
378,0.9147,0.91506
379,0.48351,0.68345
380,0.21828,0.26626
381,0.88744,0.60285
382,0.55349,0.35362
383,0.93162,0.24344
384,0.93089,0.027
385,0.73041,0.42744
386,0.95926,0.19877
387,0.85607,0.31438
388,0.77169,0.29134
389,0.37465,0.1508
390,0.45875,0.52101
391,0.66479,0.77063
392,0.88911,0.21037
393,0.11596,0.58847
394,0.69078,0.86661
395,0.60453,0.85617
396,0.09113,0.64409
397,0.22268,0.44824
398,0.27191,0.24533
399,0.34361,0.61477
400,0.94948,0.49134
401,0.54773,0.46611
402,0.74725,0.03831
403,0.70546,0.66995
404,0.02932,0.82037
405,0.63044,0.04028
406,0.81409,0.82934
407,0.46155,0.2075
408,0.00535,0.43635
409,0.29617,0.12653
410,0.97921,0.71628
411,0.08594,0.74688
412,0.00804,0.97915
413,0.05844,0.75487
414,0.20942,0.68225
415,0.56221,0.11146
416,0.76197,0.03901
417,0.56255,0.21856
418,0.97353,0.2226
419,0.86573,0.41575
420,0.98282,0.90113
421,0.90399,0.72966
422,0.94266,0.80969
423,0.50715,0.29533
424,0.13794,0.10914
425,0.80784,0.30977
426,0.09232,0.81856
427,0.83345,0.32932
428,0.84225,0.32518
429,0.41078,0.55918
430,0.4824,0.23692
431,0.1763,0.04867
432,0.6098,0.83852
433,0.85474,0.82799
434,0.04906,0.21673
435,0.52167,0.55745
436,0.53188,0.71519
437,0.53586,0.8763
438,0.47363,0.46312
439,0.19761,0.24578
440,0.51009,0.99108
441,0.65107,0.20633
442,0.10913,0.50718
443,0.00468,0.23186
444,0.98656,0.96247
445,0.38423,0.78317
446,0.27669,0.96929
447,0.72939,0.07924
448,0.01357,0.02975
449,0.72187,0.32759
450,0.5297,0.10998
451,0.86857,0.27842
452,0.26244,0.38998
453,0.62722,0.88472
454,0.29164,0.12441
455,0.53629,0.50575
456,0.33084,0.98778
457,0.07914,0.303
458,0.28811,0.30568
459,0.20291,0.04426
460,0.43101,0.78236
461,0.98808,0.73838
462,0.89635,0.76618
463,0.63547,0.88472
464,0.21791,0.90524
465,0.9268,0.48743
466,0.61113,0.21319
467,0.99142,0.46394
468,0.98866,0.10065
469,0.15807,0.78137
470,0.51948,0.80999
471,0.63456,0.63672
472,0.74429,0.12396
473,0.24935,0.00481
474,0.68893,0.87723
475,0.46714,0.62937
476,0.60881,0.90737
477,0.39293,0.97508
478,0.75702,0.8491
479,0.6718,0.71202
480,0.57637,0.85294
481,0.92067,0.33779
482,0.5282,0.77428
483,0.77981,0.19305
484,0.78587,0.23637
485,0.86802,0.53035
486,0.43911,0.25159
487,0.43846,0.68583
488,0.83995,0.86645
489,0.13341,0.97797
490,0.69765,0.87785
491,0.01116,0.38272
492,0.59561,0.7905
493,0.32907,0.91348
494,0.30026,0.22114
495,0.27355,0.4011
496,0.62479,0.83066
497,0.16204,0.13799
498,0.97236,0.9191
499,0.66282,0.38472
500,0.58149,0.17303
