751,0.89287,0.45215
752,0.75965,0.88524
753,0.65758,0.16115
754,0.06224,0.92587
755,0.72341,0.37695
756,0.73757,0.02952
757,0.71129,0.16657
758,0.41378,0.79059
759,0.986,0.73212
760,0.531,0.68718
761,0.43624,0.49011
762,0.6464,0.33951
763,0.03543,0.53651
764,0.14094,0.23956
765,0.41892,0.27406
766,0.76075,0.81292
767,0.8325,0.29045
768,0.94975,0.08036
769,0.16202,0.31843
770,0.08193,0.85451
771,0.03931,0.81207
772,0.6444,0.93197
773,0.37997,0.99392
774,0.37655,0.03395
775,0.38019,0.10676
776,0.72499,0.13914
777,0.50272,0.52233
778,0.18377,0.24752
779,0.95213,0.17876
780,0.71082,0.17323
781,0.8635,0.19047
782,0.36708,0.86881
783,0.14393,0.10276
784,0.54996,0.64165
785,0.28013,0.65042
786,0.23157,0.09084
787,0.31664,0.72565
788,0.75553,0.07795
789,0.55756,0.28014
790,0.94586,0.31827
791,0.88043,0.67151
792,0.36487,0.46564
793,0.22597,0.90536
794,0.89815,0.37303
795,0.01844,0.19328
796,0.58811,0.78573
797,0.83398,0.44826
798,0.64231,0.61433
799,0.76747,0.88154
800,0.62306,0.24291
801,0.09936,0.54907
802,0.14008,0.01818
803,0.63921,0.00939
804,0.99354,0.68098
805,0.38382,0.33083
806,0.85463,0.61756
807,0.49998,0.1416
808,0.95376,0.01909
809,0.61778,0.37977
810,0.51179,0.05239
811,0.73682,0.97127
812,0.62156,0.8662
813,0.77033,0.8106
814,0.51325,0.68948
815,0.37055,0.40835
816,0.65523,0.75769
817,0.88907,0.47068
818,0.23526,0.89916
819,0.18872,0.9861
820,0.72184,0.75155
821,0.98915,0.46446
822,0.82693,0.56729
823,0.49459,0.80322
824,0.95838,0.0151
825,0.54513,0.35043
826,0.13993,0.06338
827,0.60572,0.36369
828,0.52263,0.45087
829,0.63314,0.0134
830,0.30369,0.76023
831,0.07035,0.39269
832,0.48891,0.82147
833,0.99471,0.39499
834,0.28022,0.18941
835,0.10437,0.70707
836,0.60285,0.35806
837,0.06103,0.08707
838,0.88079,0.84581
839,0.80216,0.76064
840,0.34415,0.50687
841,0.64294,0.40932
842,0.65578,0.81736
843,0.87568,0.34851
844,0.38528,0.73121
845,0.99751,0.20722
846,0.26068,0.99359
847,0.04799,0.35302
848,0.36549,0.11282
849,0.88063,0.05929
850,0.27708,0.65746
851,0.17194,0.6813
852,0.38192,0.73869
853,0.69352,0.28931
854,0.99095,0.84044
855,0.66645,0.12353
856,0.17896,0.13926
857,0.17729,0.79401
858,0.46167,0.29159
859,0.30012,0.63688
860,0.64036,0.97617
861,0.99797,0.48693
862,0.16121,0.84861
863,0.48754,0.30909
864,0.91708,0.36499
865,0.59534,0.70326
866,0.48006,0.64083
867,0.48731,0.34096
868,0.56466,0.26192
869,0.17754,0.762
870,0.73078,0.12958
871,0.45668,0.27049
872,0.58498,0.05831
873,0.86151,0.8348
874,0.75581,0.63957
875,0.77983,0.28821
