626,0.70626,0.08633
627,0.62176,0.23846
628,0.86219,0.372
629,0.53141,0.86227
630,0.91783,0.05456
631,0.67121,0.04555
632,0.72466,0.57731
633,0.62393,0.03645
634,0.13734,0.19009
635,0.94389,0.13015
636,0.18629,0.74787
637,0.91976,0.15082
638,0.49597,0.63955
639,0.72569,0.1745
640,0.4797,0.41658
641,0.76877,0.45458
642,0.8602,0.49986
643,0.19721,0.03347
644,0.83989,0.71832
645,0.6744,0.17951
646,0.02853,0.31566
647,0.87709,0.89099
648,0.44867,0.20326
649,0.41777,0.12064
650,0.38664,0.60214
651,0.50036,0.24575
652,0.8286,0.83306
653,0.54538,0.72708
654,0.51985,0.99211
655,0.60111,0.587
656,0.53243,0.50313
657,0.83551,0.89161
658,0.08644,0.2831
659,0.84957,0.86121
660,0.18487,0.14674
661,0.60115,0.17892
662,0.6869,0.21123
663,0.71941,0.53795
664,0.40126,0.93164
665,0.45471,0.5005
666,0.68214,0.24723
667,0.4307,0.93672
668,0.21938,0.71728
669,0.25769,0.29061
670,0.50931,0.04203
671,0.09496,0.46771
672,0.67837,0.82567
673,0.77527,0.55007
674,0.00318,0.53689
675,0.07931,0.1161
676,0.7873,0.5098
677,0.0646,0.85252
678,0.33058,0.6723
679,0.4859,0.77525
680,0.99341,0.70257
681,0.78049,0.78252
682,0.64986,0.92575
683,0.73264,0.45907
684,0.81605,0.29066
685,0.13289,0.9941
686,0.77983,0.88476
687,0.61619,0.73259
688,0.88539,0.42514
689,0.19419,0.63824
690,0.27016,0.48417
691,0.12922,0.45284
692,0.2336,0.35144
693,0.5193,0.51138
694,0.29585,0.28452
695,0.16364,0.83792
696,0.92594,0.12115
697,0.51706,0.05296
698,0.01398,0.09878
699,0.22708,0.09425
700,0.45644,0.63059
701,0.90066,0.93196
702,0.31482,0.36027
703,0.69615,0.53415
704,0.51011,0.81117
705,0.89454,0.11988
706,0.2464,0.80535
707,0.1872,0.97114
708,0.15008,0.64584
709,0.70182,0.25242
710,0.15583,0.7652
711,0.72183,0.56688
712,0.48951,0.02592
713,0.20786,0.37851
714,0.43852,0.88009
715,0.05924,0.3597
716,0.07515,0.64194
717,0.03178,0.92386
718,0.57248,0.60769
719,0.74788,0.8875
720,0.20121,0.14198
721,0.84276,0.75117
722,0.68411,0.54484
723,0.08417,0.41525
724,0.81146,0.43581
725,0.7242,0.58396
726,0.70027,0.47441
727,0.09347,0.52645
728,0.60971,0.7879
729,0.79663,0.01512
730,0.79856,0.57132
731,0.48935,0.77456
732,0.41724,0.61069
733,0.49613,0.70443
734,0.4801,0.01892
735,0.63985,0.71806
736,0.81114,0.10224
737,0.75624,0.20013
738,0.57738,0.13848
739,0.36088,0.53781
740,0.84643,0.54358
741,0.23966,0.74991
742,0.37134,0.33297
743,0.97388,0.37905
744,0.71646,0.83071
745,0.35734,0.72776
746,0.93477,0.75099
747,0.50388,0.01342
748,0.86287,0.48764
749,0.26194,0.21485
750,0.17206,0.06961
