"(0.8323616819974736, 0.21233020589221474)","[(0.8323616819974736, 0.21233020589221474), (0.8130286858391202, 0.19140706439640431)]",1
"(0.23163674884194485, 0.05218233519345272)","[(0.23163674884194485, 0.05218233519345272), (0.24859767576085523, 0.01158640977761849)]",1
"(0.6029659706998115, 0.8094800255586387)","[(0.6029659706998115, 0.8094800255586387), (0.6105528623129551, 0.8115816181093405)]",1
"(0.9734365163737266, 0.2268812546162985)","[(0.9734365163737266, 0.2268812546162985), (0.9240445577460437, 0.18968415295945573)]",1
"(0.24644264701863383, 0.4974393286727665)","[(0.24644264701863383, 0.4974393286727665), (0.251691432556431, 0.48433092942983025)]",1
"(0.12263876053642764, 0.004927778135305316)","[(0.12263876053642764, 0.004927778135305316), (0.13559301361135012, 0.03174078389762547)]",1
"(0.2364093110625365, 0.6485227889686914)","[(0.2364093110625365, 0.6485227889686914), (0.22420405812973476, 0.675350818797808)]",1
"(0.9314950369150767, 0.7257795597896092)","[(0.9314950369150767, 0.7257795597896092), (0.8929927805066323, 0.6938627391404746)]",1
"(0.6105528623129551, 0.8115816181093405)","[(0.6105528623129551, 0.8115816181093405), (0.6029659706998115, 0.8094800255586387)]",1
"(0.8804445195891543, 0.12635920989478555)","[(0.8804445195891543, 0.12635920989478555), (0.9206509151815597, 0.15590037730539885)]",1
"(0.7598683390606765, 0.5813711439864475)","[(0.7598683390606765, 0.5813711439864475), (0.8165742533605499, 0.5647400010333883)]",1
"(0.23327322294556463, 0.3814849273002786)","[(0.23327322294556463, 0.3814849273002786), (0.27199318721403387, 0.3547502501592622)]",1
"(0.866796312936818, 0.2284633638625313)","[(0.866796312936818, 0.2284633638625313), (0.8323616819974736, 0.21233020589221474)]",1
"(0.9124722021507619, 0.8533798802501117)","[(0.9124722021507619, 0.8533798802501117), (0.9097318983683566, 0.9285640974353169)]",1
"(0.6531422689514945, 0.1845646222631948)","[(0.6531422689514945, 0.1845646222631948), (0.6692347919678594, 0.1720487984837924)]",1
"(0.8803957742897044, 0.3598662660419957)","[(0.8803957742897044, 0.3598662660419957), (0.8624037722696751, 0.3512597872128175)]",1
"(0.27393464301632686, 0.9929286723545308)","[(0.27393464301632686, 0.9929286723545308), (0.254452180301349, 0.9217534672110471)]",1
"(0.37514303110428937, 0.3135796437945052)","[(0.37514303110428937, 0.3135796437945052), (0.390073088768361, 0.36935629363771394)]",1
"(0.6285680433447932, 0.5744925233745447)","[(0.6285680433447932, 0.5744925233745447), (0.5853106785241002, 0.5262155071964271)]",1
"(0.3556625176769864, 0.1926610501464796)","[(0.3556625176769864, 0.1926610501464796), (0.3321027948956886, 0.14842653872037592)]",1
"(0.08641965257597672, 0.20854342831165185)","[(0.08641965257597672, 0.20854342831165185), (0.0788839976004464, 0.23947985659977233)]",1
"(0.9325165220069914, 0.09566229869202536)","[(0.9325165220069914, 0.09566229869202536), (0.9271582581869575, 0.09036964956566873)]",1
"(0.4972155935593292, 0.1801145933958581)","[(0.4972155935593292, 0.1801145933958581), (0.5239651163593828, 0.21741544133635327)]",1
"(0.1437407081361587, 0.8368755510017786)","[(0.1437407081361587, 0.8368755510017786), (0.15857821793225235, 0.7756528058361043)]",1
"(0.2006828262461514, 0.7720411225673259)","[(0.2006828262461514, 0.7720411225673259), (0.2195201449077271, 0.7523582481484701)]",1
"(0.40576056585164355, 0.3952528398038492)","[(0.40576056585164355, 0.3952528398038492), (0.39979711584953936, 0.4000687174867301)]",1
"(0.21515376230533423, 0.31337715250351283)","[(0.21515376230533423, 0.31337715250351283), (0.2119710663151314, 0.2939208928005361)]",1
"(0.5918609422303859, 0.5118091077739655)","[(0.5918609422303859, 0.5118091077739655), (0.6248595910637558, 0.5168628847340936)]",2
"(0.8355268073251577, 0.2814409378371969)","[(0.8355268073251577, 0.2814409378371969), (0.8050428711597526, 0.24318858077892502)]",2
"(0.9226564049863004, 0.30293520659330764)","[(0.9226564049863004, 0.30293520659330764), (0.957985584948401, 0.2630066533579022)]",2
"(0.4700982492597775, 0.03861246652043404)","[(0.4700982492597775, 0.03861246652043404), (0.46528336309876794, 0.014381662590946642)]",2
"(0.2673423592292621, 0.5318743532487253)","[(0.2673423592292621, 0.5318743532487253), (0.279232159735328, 0.5513372916526463)]",2
"(0.7037614949307885, 0.24196029641106975)","[(0.7037614949307885, 0.24196029641106975), (0.744925478403182, 0.24583234082784677)]",2
"(0.6077918212302058, 0.17747186988284003)","[(0.6077918212302058, 0.17747186988284003), (0.5956740256313936, 0.1798906474210329)]",2
"(0.39026464498279556, 0.42912323318374934)","[(0.39026464498279556, 0.42912323318374934), (0.35756400239051667, 0.4142491087020732)]",2
"(0.09518297534771414, 0.9355777569059739)","[(0.09518297534771414, 0.9355777569059739), (0.04164244088233737, 0.9063876654234541)]",2
"(0.20283758915951744, 0.3011438660072221)","[(0.20283758915951744, 0.3011438660072221), (0.1919728646482125, 0.29795045584997293)]",2
"(0.31252275807906327, 0.278554978921837)","[(0.31252275807906327, 0.278554978921837), (0.3149041158827426, 0.3369163281067441)]",2
