"(0.7037879247878379, 0.2958139154807077)","[(0.7037879247878379, 0.2958139154807077), (0.7269450342222787, 0.2949048831609927)]",0
"(0.36262021878906747, 0.02422573271684625)","[(0.36262021878906747, 0.02422573271684625), (0.33006977208137156, 0.0779362482346001)]",0
"(0.47127255048227845, 0.23842602948867853)","[(0.47127255048227845, 0.23842602948867853), (0.4441062513561924, 0.23591500288577139)]",0
"(0.013984826170888698, 0.4082829185684441)","[(0.013984826170888698, 0.4082829185684441), (0.007912705241356788, 0.45531949607311106)]",0
"(0.752797990123322, 0.06416564691421633)","[(0.752797990123322, 0.06416564691421633), (0.7941589478723291, 0.14124332210427626)]",0
"(0.6959132770761164, 0.6797490935092081)","[(0.6959132770761164, 0.6797490935092081), (0.7122246921541484, 0.7000207869947441)]",0
"(0.6679800833780055, 0.5695071626958047)","[(0.6679800833780055, 0.5695071626958047), (0.6460169088580869, 0.5848535400822922)]",0
"(0.0772285156219058, 0.637471283682707)","[(0.0772285156219058, 0.637471283682707), (0.03740436746754627, 0.5883482994544984)]",0
"(0.25615194520761375, 0.842781589105659)","[(0.25615194520761375, 0.842781589105659), (0.2617396336266986, 0.9057290514773404)]",0
"(0.41315820776936973, 0.6340423914715221)","[(0.41315820776936973, 0.6340423914715221), (0.43712297365872965, 0.6777107924726323)]",0
"(0.03740436746754627, 0.5883482994544984)","[(0.03740436746754627, 0.5883482994544984), (0.05556895689222652, 0.5503009562490494)]",0
"(0.8881549896309094, 0.11192547792379404)","[(0.8881549896309094, 0.11192547792379404), (0.8766641406018112, 0.10970097602452489)]",0
"(0.7279821002360489, 0.45152195261196504)","[(0.7279821002360489, 0.45152195261196504), (0.7658199710107011, 0.4704532740939237)]",0
"(0.5656822221118906, 0.4157222827902236)","[(0.5656822221118906, 0.4157222827902236), (0.5435940944293773, 0.4246002017271401)]",0
"(0.11005695785294367, 0.4758471050729447)","[(0.11005695785294367, 0.4758471050729447), (0.08520341538571552, 0.48042412859164607)]",0
"(0.9863790596861006, 0.21560967539252618)","[(0.9863790596861006, 0.21560967539252618), (0.9467436031605313, 0.20084946136655435)]",0
"(0.30854535241359293, 0.18101621972154258)","[(0.30854535241359293, 0.18101621972154258), (0.3262225578231678, 0.1689749171264573)]",0
"(0.7393762366880482, 0.865456028585198)","[(0.7393762366880482, 0.865456028585198), (0.7646978167349676, 0.7972880981190846)]",0
"(0.2931253147354509, 0.6900206083283174)","[(0.2931253147354509, 0.6900206083283174), (0.2882411867918483, 0.6236279784015669)]",0
"(0.13748231838570824, 0.6819891392419277)","[(0.13748231838570824, 0.6819891392419277), (0.1951138629080128, 0.6851653417632344)]",0
"(0.08395975046901738, 0.8976818278836161)","[(0.08395975046901738, 0.8976818278836161), (0.13455158468778972, 0.9390662456106073)]",0
"(0.7143980737279719, 0.3696383596357228)","[(0.7143980737279719, 0.3696383596357228), (0.7298216091376959, 0.3862351276932422)]",0
"(0.31527205428548655, 0.4240193222144486)","[(0.31527205428548655, 0.4240193222144486), (0.30991422224300136, 0.43902224000630796)]",0
"(0.7298216091376959, 0.3862351276932422)","[(0.7298216091376959, 0.3862351276932422), (0.7157146945623399, 0.39449358166496695)]",0
"(0.5651735035519732, 0.36687915064445265)","[(0.5651735035519732, 0.36687915064445265), (0.5855632711217473, 0.38500628949605653)]",0
"(0.7552053886196938, 0.633665498913949)","[(0.7552053886196938, 0.633665498913949), (0.7651216587618271, 0.6669414919420569)]",0
"(0.0917093860911895, 0.26512721447282606)","[(0.0917093860911895, 0.26512721447282606), (0.12796402821401265, 0.23722508661787745)]",0
"(0.6514084068540545, 0.9543412193887855)","[(0.6514084068540545, 0.9543412193887855), (0.6628348049736345, 0.9710108387180137)]",0
"(0.639839435301366, 0.11877492142337154)","[(0.639839435301366, 0.11877492142337154), (0.7020712793834404, 0.1495444951582433)]",0
"(0.5740209557272984, 0.6220573110308052)","[(0.5740209557272984, 0.6220573110308052), (0.5744426233334053, 0.5914373051150708)]",0
"(0.42111483731342203, 0.1296557213510423)","[(0.42111483731342203, 0.1296557213510423), (0.4176607749237796, 0.09519369561732782)]",0
"(0.33006977208137156, 0.0779362482346001)","[(0.33006977208137156, 0.0779362482346001), (0.29879914908935623, 0.0984467618203515)]",0
"(0.30991422224300136, 0.43902224000630796)","[(0.30991422224300136, 0.43902224000630796), (0.31527205428548655, 0.4240193222144486)]",0
"(0.03033443456901397, 0.11611014490763105)","[(0.03033443456901397, 0.11611014490763105), (0.009110369414880859, 0.13372869720976743)]",0
"(0.878704947223862, 0.0888873324633499)","[(0.878704947223862, 0.0888873324633499), (0.8778029222175383, 0.09753115701832482)]",0
"(0.2882411867918483, 0.6236279784015669)","[(0.2882411867918483, 0.6236279784015669), (0.24977744156786974, 0.618296972692544)]",0
"(0.028997355428860727, 0.7456908324422928)","[(0.028997355428860727, 0.7456908324422928), (0.04605453600374887, 0.7551188029293602)]",0
"(0.9724679728473141, 0.32864922131167473)","[(0.9724679728473141, 0.32864922131167473), (0.9806937575407563, 0.27943519347934487)]",0
"(0.2617396336266986, 0.9057290514773404)","[(0.2617396336266986, 0.9057290514773404), (0.31986710547161223, 0.9120257121356584)]",0
"(0.7913370575527656, 0.4237703764601577)","[(0.7913370575527656, 0.4237703764601577), (0.7658199710107011, 0.4704532740939237)]",0
"(0.43465640403485606, 0.23321080990757115)","[(0.43465640403485606, 0.23321080990757115), (0.4441062513561924, 0.23591500288577139)]",0
"(0.04169659913072721, 0.9478467891251194)","[(0.04169659913072721, 0.9478467891251194), (0.08395975046901738, 0.8976818278836161)]",0
"(0.8889525204758468, 0.5591496386320772)","[(0.8889525204758468, 0.5591496386320772), (0.9364745422295382, 0.5120745291244116)]",0
"(0.6879717661346422, 0.7172683001139112)","[(0.6879717661346422, 0.7172683001139112), (0.6713475100322465, 0.7385312879294046)]",0
"(0.46472728246049244, 0.7100871967935658)","[(0.46472728246049244, 0.7100871967935658), (0.4664949220417337, 0.691009107013817)]",0
"(0.28584459763089654, 0.00418363979004055)","[(0.28584459763089654, 0.00418363979004055), (0.25043473377508463, 0.044962650081870725)]",0
"(0.08520341538571552, 0.48042412859164607)","[(0.08520341538571552, 0.48042412859164607), (0.11005695785294367, 0.4758471050729447)]",0
"(0.1568490693999396, 0.8271707609705038)","[(0.1568490693999396, 0.8271707609705038), (0.1633453554849129, 0.8503662563628928)]",0
"(0.18748537791173092, 0.4562177849103958)","[(0.18748537791173092, 0.4562177849103958), (0.19721758077506968, 0.48375750397023554)]",0
"(0.9364745422295382, 0.5120745291244116)","[(0.9364745422295382, 0.5120745291244116), (0.8889525204758468, 0.5591496386320772)]",0
"(0.43712297365872965, 0.6777107924726323)","[(0.43712297365872965, 0.6777107924726323), (0.4664949220417337, 0.691009107013817)]",0
"(0.9495924093710911, 0.420938425840405)","[(0.9495924093710911, 0.420938425840405), (0.9035888236098939, 0.3793798109127825)]",0
"(0.2632914656764833, 0.4999022284004818)","[(0.2632914656764833, 0.4999022284004818), (0.27045747911962936, 0.482730237588776)]",0
"(0.7646978167349676, 0.7972880981190846)","[(0.7646978167349676, 0.7972880981190846), (0.7606660290724243, 0.7450488070390557)]",0
"(0.13875582990293067, 0.5570438771372804)","[(0.13875582990293067, 0.5570438771372804), (0.0813984393510423, 0.5481210572301718)]",0
"(0.3317282350998384, 0.8455131891152888)","[(0.3317282350998384, 0.8455131891152888), (0.32664603053202546, 0.8933085111541197)]",0
"(0.1517220495049526, 0.3452242536876252)","[(0.1517220495049526, 0.3452242536876252), (0.14704023753483086, 0.3900854112011026)]",0
"(0.059421284738607305, 0.1486332110532541)","[(0.059421284738607305, 0.1486332110532541), (0.03033443456901397, 0.11611014490763105)]",0
"(0.09437052886041364, 0.3912522495210088)","[(0.09437052886041364, 0.3912522495210088), (0.11761571617237443, 0.38927190356456154)]",0
"(0.6460169088580869, 0.5848535400822922)","[(0.6460169088580869, 0.5848535400822922), (0.6679800833780055, 0.5695071626958047)]",0
"(0.4664949220417337, 0.691009107013817)","[(0.4664949220417337, 0.691009107013817), (0.46472728246049244, 0.7100871967935658)]",0
"(0.20542249543898683, 0.9597264110132828)","[(0.20542249543898683, 0.9597264110132828), (0.17733837753311876, 0.9956637874953215)]",0
"(0.8889985443935076, 0.9773013599704538)","[(0.8889985443935076, 0.9773013599704538), (0.942192611183319, 0.9595086404880232)]",0
"(0.5491290369337956, 0.5927833436746965)","[(0.5491290369337956, 0.5927833436746965), (0.5744426233334053, 0.5914373051150708)]",0
"(0.8460129341176813, 0.8874002452315506)","[(0.8460129341176813, 0.8874002452315506), (0.8971647030155987, 0.8602348069393903)]",0
"(0.7992197401452219, 0.2215162712930241)","[(0.7992197401452219, 0.2215162712930241), (0.8121114916457874, 0.20165884599301076)]",0
"(0.7512344658038299, 0.2853911149468621)","[(0.7512344658038299, 0.2853911149468621), (0.7269450342222787, 0.2949048831609927)]",0
"(0.7122246921541484, 0.7000207869947441)","[(0.7122246921541484, 0.7000207869947441), (0.6959132770761164, 0.6797490935092081)]",0
"(0.6754219547028072, 0.6160940313763328)","[(0.6754219547028072, 0.6160940313763328), (0.6460169088580869, 0.5848535400822922)]",0
"(0.002304180230606967, 0.6481625094984662)","[(0.002304180230606967, 0.6481625094984662), (0.03740436746754627, 0.5883482994544984)]",0
"(0.6642661589635533, 0.32007416259800614)","[(0.6642661589635533, 0.32007416259800614), (0.6842509673777913, 0.34804857031757686)]",0
"(0.1951138629080128, 0.6851653417632344)","[(0.1951138629080128, 0.6851653417632344), (0.13748231838570824, 0.6819891392419277)]",0
"(0.11344666718373397, 0.8019703570596857)","[(0.11344666718373397, 0.8019703570596857), (0.08113742895704545, 0.8224383413548549)]",0
"(0.7259549978512733, 0.5896426133886742)","[(0.7259549978512733, 0.5896426133886742), (0.7552053886196938, 0.633665498913949)]",0
"(0.8498000864849432, 0.7331429570073996)","[(0.8498000864849432, 0.7331429570073996), (0.8496457351630253, 0.7323973091519825)]",0
"(0.25043473377508463, 0.044962650081870725)","[(0.25043473377508463, 0.044962650081870725), (0.24391779433043903, 0.041672774676337454)]",0
"(0.9294536699505167, 0.8151006371871837)","[(0.9294536699505167, 0.8151006371871837), (0.8971647030155987, 0.8602348069393903)]",0
"(0.6276382209635302, 0.9878860531947972)","[(0.6276382209635302, 0.9878860531947972), (0.664210886392286, 0.9528897119891868)]",1
"(0.6376763411956914, 0.9165746883084763)","[(0.6376763411956914, 0.9165746883084763), (0.664210886392286, 0.9528897119891868)]",1
"(0.7619584557106559, 0.5050633522324741)","[(0.7619584557106559, 0.5050633522324741), (0.7506257210489327, 0.491379511535879)]",1
"(0.09753164916647938, 0.5874222593924641)","[(0.09753164916647938, 0.5874222593924641), (0.09586279446914536, 0.5527582588223912)]",1
"(0.1695454845154042, 0.22693074864120932)","[(0.1695454845154042, 0.22693074864120932), (0.21368735883625134, 0.18933994979186464)]",1
"(0.5239651163593828, 0.21741544133635327)","[(0.5239651163593828, 0.21741544133635327), (0.5150135491191237, 0.23213799390998813)]",1
"(0.9240445577460437, 0.18968415295945573)","[(0.9240445577460437, 0.18968415295945573), (0.9206509151815597, 0.15590037730539885)]",1
"(0.7662742343116508, 0.26187815353652466)","[(0.7662742343116508, 0.26187815353652466), (0.7947264353863438, 0.25742708870657083)]",1
"(0.06216600835365427, 0.8035396915537101)","[(0.06216600835365427, 0.8035396915537101), (0.032311633267084416, 0.8724206533704474)]",1
"(0.47740625454760444, 0.9221896799650774)","[(0.47740625454760444, 0.9221896799650774), (0.48419486133823264, 0.9644857485850578)]",1
