"(0.2845815364765121, 0.8222011759013912)","[(0.2845815364765121, 0.8222011759013912), (0.24784290808119958, 0.8291496457919133)]",2
"(0.5037738406661264, 0.46269310223497684)","[(0.5037738406661264, 0.46269310223497684), (0.46975451895983866, 0.4896072370384803)]",2
"(0.29324964815717736, 0.7273364035754594)","[(0.29324964815717736, 0.7273364035754594), (0.26690341127924544, 0.7068775731522535)]",2
"(0.8344068846752354, 0.492573795075146)","[(0.8344068846752354, 0.492573795075146), (0.8269665432730353, 0.4884423805381324)]",2
"(0.12002571913049853, 0.6828898493229524)","[(0.12002571913049853, 0.6828898493229524), (0.09857995660926111, 0.7182051005535957)]",2
"(0.04164244088233737, 0.9063876654234541)","[(0.04164244088233737, 0.9063876654234541), (0.023546026748879956, 0.8697458313107517)]",2
"(0.2948999383463028, 0.40427022803201407)","[(0.2948999383463028, 0.40427022803201407), (0.33196793928508905, 0.3759594709169466)]",2
"(0.26690341127924544, 0.7068775731522535)","[(0.26690341127924544, 0.7068775731522535), (0.29324964815717736, 0.7273364035754594)]",2
"(0.7891488174434552, 0.3146251643029314)","[(0.7891488174434552, 0.3146251643029314), (0.8042548420211628, 0.3497939687739755)]",2
"(0.9879465706511106, 0.16397782542530104)","[(0.9879465706511106, 0.16397782542530104), (0.9985058966261077, 0.21121419555190202)]",2
"(0.32271803577272984, 0.6657053118934473)","[(0.32271803577272984, 0.6657053118934473), (0.29446704309916105, 0.6596657224865754)]",2
"(0.1919728646482125, 0.29795045584997293)","[(0.1919728646482125, 0.29795045584997293), (0.20283758915951744, 0.3011438660072221)]",2
"(0.15216257980629633, 0.1694237801181271)","[(0.15216257980629633, 0.1694237801181271), (0.1743563479902669, 0.128872049830278)]",2
"(0.576714875308791, 0.056633465426844665)","[(0.576714875308791, 0.056633465426844665), (0.5421185501823668, 0.027251687400723146)]",2
"(0.7617616558076535, 0.8956925725189826)","[(0.7617616558076535, 0.8956925725189826), (0.7742530823368945, 0.9184450638326981)]",2
"(0.12630875452896084, 0.5677635438984622)","[(0.12630875452896084, 0.5677635438984622), (0.09545396936163886, 0.5678309805343186)]",2
"(0.9868564949849142, 0.9874051893390787)","[(0.9868564949849142, 0.9874051893390787), (0.8855153699223759, 0.9671472349520601)]",2
"(0.30837652511654023, 0.5328817423199635)","[(0.30837652511654023, 0.5328817423199635), (0.279232159735328, 0.5513372916526463)]",2
"(0.288403797343209, 0.9833655242594442)","[(0.288403797343209, 0.9833655242594442), (0.3216925493836855, 0.9869935005664286)]",2
"(0.279232159735328, 0.5513372916526463)","[(0.279232159735328, 0.5513372916526463), (0.2673423592292621, 0.5318743532487253)]",2
"(0.8042548420211628, 0.3497939687739755)","[(0.8042548420211628, 0.3497939687739755), (0.7891488174434552, 0.3146251643029314)]",2
"(0.17098784037757142, 0.07429644047154815)","[(0.17098784037757142, 0.07429644047154815), (0.1743563479902669, 0.128872049830278)]",2
"(0.26535638246526316, 0.9244482413452623)","[(0.26535638246526316, 0.9244482413452623), (0.2615239610824671, 0.9413574898308423)]",2
"(0.6457581509039413, 0.9523095383830581)","[(0.6457581509039413, 0.9523095383830581), (0.6237275077828586, 0.9455620619584985)]",2
"(0.863429023229938, 0.7247882972345961)","[(0.863429023229938, 0.7247882972345961), (0.8177854810966702, 0.7579375677843145)]",2
"(0.25841708309139844, 0.12554290866270212)","[(0.25841708309139844, 0.12554290866270212), (0.24166951617124044, 0.16196345573533577)]",2
