"(0.30449599987802267, 0.18501432821756247)","[(0.30449599987802267, 0.18501432821756247), (0.29620895157375715, 0.17973513535201358)]",3
"(0.7907318007354003, 0.41190631871741723)","[(0.7907318007354003, 0.41190631871741723), (0.7821717296338722, 0.3826867494582362)]",3
"(0.9309756938590432, 0.6984951132652206)","[(0.9309756938590432, 0.6984951132652206), (0.8914061270973713, 0.6789383227810742)]",3
"(0.23807038174632877, 0.36990522065865017)","[(0.23807038174632877, 0.36990522065865017), (0.22376352456780346, 0.349699629678468)]",3
"(0.8048092734668945, 0.05253116330675034)","[(0.8048092734668945, 0.05253116330675034), (0.8126167998565167, 0.050435803756354036)]",3
"(0.755035702354068, 0.2320389044178005)","[(0.755035702354068, 0.2320389044178005), (0.7154593916089379, 0.23830271564340766)]",3
"(0.35458138471013667, 0.53566712749103)","[(0.35458138471013667, 0.53566712749103), (0.3560092302198158, 0.5275036152092543)]",3
"(0.49222168482469, 0.4704087142310145)","[(0.49222168482469, 0.4704087142310145), (0.518319758200885, 0.4828052208345899)]",3
"(0.1190702884816015, 0.8337643659186069)","[(0.1190702884816015, 0.8337643659186069), (0.12111362097461142, 0.8377031827858374)]",3
"(0.7033551944904306, 0.7210538000794023)","[(0.7033551944904306, 0.7210538000794023), (0.6953969390074232, 0.6753839855508506)]",3
"(0.14412941237808574, 0.7461353752349211)","[(0.14412941237808574, 0.7461353752349211), (0.08494966088837941, 0.7446732715102568)]",3
"(0.5638693138378145, 0.12334406525522013)","[(0.5638693138378145, 0.12334406525522013), (0.5444038992710455, 0.11732241657407827)]",3
"(0.366361835958551, 0.43202605011871575)","[(0.366361835958551, 0.43202605011871575), (0.34091244227324524, 0.4561017476998812)]",3
"(0.4187819591433607, 0.1833315053913166)","[(0.4187819591433607, 0.1833315053913166), (0.4013347582306964, 0.19254516128609533)]",3
"(0.656087720859626, 0.5951570691718784)","[(0.656087720859626, 0.5951570691718784), (0.7234705382158751, 0.6207935798379752)]",3
"(0.8287977950420828, 0.3391385468025302)","[(0.8287977950420828, 0.3391385468025302), (0.7821717296338722, 0.3826867494582362)]",3
"(0.647897777501123, 0.18622978709806126)","[(0.647897777501123, 0.18622978709806126), (0.6854075399939645, 0.15140117487190752)]",3
"(0.8273175526496768, 0.10157588538017126)","[(0.8273175526496768, 0.10157588538017126), (0.7790585407341193, 0.09711447812142593)]",3
"(0.5024380458654439, 0.15243175245625096)","[(0.5024380458654439, 0.15243175245625096), (0.5179273240511914, 0.16356549496393546)]",3
"(0.49664298276849106, 0.9019669891385963)","[(0.49664298276849106, 0.9019669891385963), (0.5041152877586126, 0.9168985329104744)]",3
"(0.5799306102841465, 0.8075392115967636)","[(0.5799306102841465, 0.8075392115967636), (0.6050534356087517, 0.8242317311096647)]",3
"(0.37923564869982473, 0.49959986374762166)","[(0.37923564869982473, 0.49959986374762166), (0.3560092302198158, 0.5275036152092543)]",3
"(0.4289724936285503, 0.6607171789235254)","[(0.4289724936285503, 0.6607171789235254), (0.49369596328600596, 0.6274449710937788)]",3
"(0.5950996126177137, 0.3220250182266764)","[(0.5950996126177137, 0.3220250182266764), (0.5940389056096275, 0.3663599221654844)]",3
"(0.6261066555457795, 0.5192150165224492)","[(0.6261066555457795, 0.5192150165224492), (0.5808880015531521, 0.5003028869104916)]",3
"(0.07568521997805733, 0.3327279397320695)","[(0.07568521997805733, 0.3327279397320695), (0.11563282674196029, 0.3536130071862833)]",3
"(0.9874695489347601, 0.03259973384641646)","[(0.9874695489347601, 0.03259973384641646), (0.9572287413056481, 0.06597435516605421)]",3
"(0.5041152877586126, 0.9168985329104744)","[(0.5041152877586126, 0.9168985329104744), (0.49664298276849106, 0.9019669891385963)]",3
"(0.34091244227324524, 0.4561017476998812)","[(0.34091244227324524, 0.4561017476998812), (0.33416215542334493, 0.45371945460343654)]",3
"(0.7454387726299837, 0.9282029141222867)","[(0.7454387726299837, 0.9282029141222867), (0.782430989793506, 0.9270229068026452)]",3
"(0.35182685164164496, 0.5769801429050453)","[(0.35182685164164496, 0.5769801429050453), (0.35458138471013667, 0.53566712749103)]",3
"(0.5472087525081578, 0.4970963528595791)","[(0.5472087525081578, 0.4970963528595791), (0.518319758200885, 0.4828052208345899)]",3
"(0.10300421381816871, 0.6847945997497832)","[(0.10300421381816871, 0.6847945997497832), (0.09866667682496555, 0.6819829525302555)]",3
"(0.8618986648358387, 0.41739668770858473)","[(0.8618986648358387, 0.41739668770858473), (0.8879014346712325, 0.48099157388271374)]",3
"(0.0946228673842725, 0.8315669059791799)","[(0.0946228673842725, 0.8315669059791799), (0.0960063933854356, 0.8145322139856267)]",3
"(0.9499444850847325, 0.34151597561643954)","[(0.9499444850847325, 0.34151597561643954), (0.9360847273171202, 0.3815810127017306)]",3
"(0.779701650198799, 0.28598570918093125)","[(0.779701650198799, 0.28598570918093125), (0.7277081367944607, 0.3033479641506309)]",3
